,Malware,Phishing,Exploits,Fraudlent Services,Unwanted Programs,Spammers,Unlabelled
33843,18,2,0,0,0,0,0
18045,13,0,0,0,0,0,0
18730,1,0,0,0,1,0,0
18047,6,0,2,0,0,0,0
18049,51,0,0,0,0,0,0
17813,354,11,0,5,0,0,0
17816,12817,5280,135,6,93,3,0
17819,49,0,0,0,7,0,0
42956,0,0,0,4,0,0,0
27569,1,0,0,0,0,0,0
20248,228,119,5,662,0,0,0
30880,67,0,0,0,0,0,0
30795,0,2,0,0,0,0,0
30881,18,0,0,0,0,0,0
132542,0,1,0,2,0,0,0
40975,190,99,2,55,2,0,0
29791,259,19,15,26,457,0,0
721,37,2,0,0,0,0,0
59784,5,0,0,0,0,0,0
47997,1,0,0,0,0,0,0
47995,241,20,0,3,0,0,0
47992,1,0,1,0,0,0,0
1161,1,0,0,0,0,0,0
23535,246,40,1,55,4,0,0
20299,9,2,0,0,2,0,0
27627,4,0,0,0,0,0,0
21892,0,0,0,0,2,0,0
27628,27,0,0,0,0,0,0
27751,1,0,0,0,0,0,0
28753,14802,956,1929,2039,139,36,0
25843,5,0,0,4,0,0,0
25847,1149,305,50,477,12,0,0
199762,381,0,0,0,0,0,0
49665,4,0,0,0,1,0,0
31221,13,0,1,0,0,0,0
31220,3,0,0,0,4,0,0
50467,1,0,0,0,0,0,0
31222,8,2,0,0,0,0,0
31225,1,0,0,0,0,0,0
31224,6,0,0,0,0,0,0
31229,273,125,4,64,6,0,0
29177,4,6,0,0,0,0,0
29170,83,1,0,0,0,0,0
47196,298,58,9,32,0,0,0
262561,1,0,0,0,0,0,0
47195,41,0,0,0,4,0,0
262566,2,0,0,0,0,0,0
8553,253,8,5,61,6,0,0
12552,206,19,2,2,4,0,0
12553,5,0,5,154,0,0,0
34547,7,0,0,0,0,0,0
8557,12,0,0,1,0,1,0
8554,10,5,0,0,2,0,0
28204,1,0,0,0,0,0,0
15278,0,0,0,4,0,0,0
34549,145,65,11,8,0,0,0
45144,34,2,2,4,0,0,0
8001,362,24,49,230,16,3,0
792,9,0,0,0,6,0,0
34399,1,0,0,0,0,0,0
393713,1,0,0,0,0,0,0
39216,3,0,0,0,0,0,0
39218,2,0,0,0,2,0,0
35768,3,0,0,0,0,0,0
50939,168,45,4,15,0,0,0
7469,5,0,0,4,0,0,0
7468,7,0,0,0,0,0,0
14193,6,0,0,1,2,0,0
50395,4,0,0,0,0,1,0
25933,6,3,0,0,0,0,0
50390,147,0,0,0,0,0,0
50935,2,0,0,0,0,0,0
50392,9,3,0,0,0,0,0
50937,54,1,3,1,0,0,0
61664,1,0,0,0,0,0,0
19719,3,0,0,0,0,0,0
14191,1,0,0,0,0,0,0
32233,62,82,3,0,2,0,0
19711,6,0,0,0,0,0,0
19710,465,1,0,0,4,0,0
16076,1,0,0,0,0,0,0
16075,2,0,0,0,0,0,0
131447,272,67,3,32,2,0,0
52860,1,0,0,0,0,0,0
22668,2,0,0,0,0,0,0
52862,7,0,0,0,0,0,0
131442,1,0,0,0,0,0,0
60912,4,0,0,0,0,0,0
27895,5,0,0,0,0,0,0
60919,2,0,0,0,0,0,0
26570,0,0,0,0,2,0,0
50648,4,0,0,1,0,0,0
50649,51,6,0,1,0,0,0
50643,87,0,1,0,0,0,0
61204,1,0,0,0,0,0,0
40997,1,0,0,0,0,0,0
61209,0,0,1,0,0,0,0
22009,0,2,0,0,0,0,0
44590,2,0,0,0,0,0,0
22004,0,0,0,0,7,0,0
4732,10,0,1,0,0,0,0
43470,25,0,0,0,0,0,0
13601,32,0,0,0,0,0,0
43474,2,0,0,0,0,0,0
43476,19,0,0,0,0,0,0
43479,9,0,11,0,0,1,0
43478,40,0,0,0,0,0,0
4739,108,14,0,0,3,0,0
198715,1,0,0,0,0,0,0
201122,14,0,0,0,0,0,0
3770,2,0,0,0,0,0,0
51501,2,0,0,0,0,0,0
41842,1,0,0,0,0,0,0
4657,118,12,15,8,2,0,0
52399,3,0,0,0,0,0,0
17380,1,0,0,0,0,0,0
393978,2,0,0,0,0,0,0
4658,6,33,0,3,0,0,0
57611,8,0,0,0,0,0,0
11734,0,1,0,0,4,0,0
201031,2,0,0,0,0,0,0
63932,7,0,0,2,0,0,0
63930,32,9,1,506,0,0,0
51116,39,1,0,4,0,0,0
7883,1,0,0,0,0,0,0
51119,22,0,0,0,0,0,0
32952,0,0,0,0,1,0,0
20746,97,23,1,24,6,0,0
20747,1,0,0,0,0,0,0
20740,2,0,0,0,0,0,0
20741,0,0,0,0,2,0,0
20742,4,1,0,0,0,0,0
54412,0,0,1,0,0,0,0
20748,1,0,0,0,0,0,0
109,4,0,0,0,0,0,0
102,1,0,0,0,0,0,0
103,2,0,0,0,0,0,0
100,1,0,0,0,2,0,0
64050,1,0,0,0,0,0,0
36441,6,0,0,0,0,0,0
36444,1394,442,132,2230,10,2,0
36445,1,0,0,0,0,0,0
49160,21,0,0,0,0,0,0
200525,73,24,3,20,0,0,0
200524,0,6,0,0,0,0,0
21294,6,0,0,0,0,0,0
21921,1,0,0,0,0,0,0
14989,7,0,0,0,0,0,0
21299,396,3,3,0,1,0,0
33942,4,0,0,0,0,0,0
21928,3,0,0,0,0,0,0
20520,0,0,1,0,0,0,0
20521,27,3,0,195,0,0,0
41349,15,0,0,0,0,0,0
45847,1,0,0,0,0,0,0
204060,1,0,0,0,0,0,0
45661,2,0,0,0,0,0,0
45849,9,0,0,0,0,0,0
45668,28,6,0,0,0,0,0
59564,30,1,3,21,0,0,0
14473,0,2,0,0,0,0,0
10000,11,0,4,0,0,0,0
198124,2,0,0,0,0,0,0
7268,1,0,0,0,0,0,0
199408,0,0,0,0,2,0,0
7260,1,0,0,0,0,0,0
203401,0,0,2,0,0,0,0
7514,98,2,1,112,0,0,0
42128,8,2,0,0,0,0,0
54427,5,6,0,0,0,0,0
6203,4,0,0,0,0,0,0
42126,4,0,0,0,0,0,0
42120,2,0,0,0,0,0,0
265130,1,0,0,0,0,0,0
196673,1,0,0,0,0,0,0
15868,4,0,0,0,0,0,0
41161,15,0,0,0,0,0,0
6807,4,0,0,0,0,0,0
41691,40,0,0,0,0,0,0
6805,72,4,2,12,53,1,0
41165,13,0,0,0,0,0,0
41164,16,38,0,0,31,0,0
203380,5,0,0,6,0,0,0
6801,1,0,0,0,0,0,0
53513,237,0,0,0,0,0,0
29363,2657,0,0,0,0,0,0
14010,0,4,0,0,0,0,0
9749,0,0,0,2,0,0,0
17978,2,0,0,0,0,0,0
21435,8,0,0,0,0,0,0
24154,59,0,0,2,0,0,0
21437,30,0,13,0,0,0,0
49786,1,0,0,0,0,0,0
24151,48,0,1,3,0,4,0
21430,1945,2,0,0,0,0,0
49788,0,0,2,0,0,0,0
198180,0,0,0,0,1,0,0
19150,0,0,0,4,0,0,0
8839,1,4,0,0,9,0,0
18922,2,0,0,0,0,0,0
37317,0,2,0,0,0,0,0
8830,5,5,0,0,0,0,0
31667,9,0,2,0,0,0,0
30633,59658,9225,644,471,514,1,0
56580,1,0,0,0,0,0,0
26809,7,0,0,0,0,0,0
7678,12,4,0,0,0,0,0
7679,246,22,10,140,3,0,0
7676,1,0,0,0,0,0,0
7672,8,0,0,2,1,0,0
7671,11,0,0,12,0,1,0
33894,25,0,0,0,0,0,0
197674,0,1,0,0,0,0,0
58691,5,0,0,0,0,0,0
197670,2,0,1,0,0,0,0
37179,13,1,0,0,0,0,0
132839,11,0,0,105,0,0,0
47043,30,0,0,0,19,0,0
1759,77,15,1,0,0,0,0
1756,5,0,0,0,0,0,0
29587,286,0,1,2,0,0,0
18741,2,0,0,0,0,0,0
29582,209,0,0,0,0,0,0
2259,8,0,0,0,0,0,0
24527,2,4,0,0,0,0,0
24521,80,0,0,0,0,0,0
50098,180,45,1,35,0,0,0
40561,15,3,2,0,1,0,0
262913,15,0,0,0,0,0,0
28360,3,0,0,0,0,0,0
47692,252,23,0,407,2,0,0
28366,8,0,0,0,0,0,0
47694,1000,10,4,1,0,0,0
42459,2,0,0,0,0,0,0
58529,43,8,4,28,0,0,0
262919,2,0,0,0,0,0,0
61194,1,0,0,0,0,0,0
8764,360,10,0,17,2,0,0
8767,692,42,0,20,10,0,0
34372,8,2,0,0,0,0,0
34337,15,0,0,0,0,0,0
680,34,1,2,4,0,0,0
50896,2814,0,5,0,0,0,0
13831,0,2,0,0,0,0,0
50891,10,2,0,0,0,0,0
34047,24,0,0,0,1,0,0
197207,41,1,2,8,1,0,0
42450,0,0,3,0,0,0,0
201603,1,0,0,0,0,0,0
201602,4,0,0,0,0,0,0
197203,0,0,0,0,2,0,0
197201,14,0,0,0,0,0,0
42451,0,2,0,0,0,0,0
8057,1,0,0,0,0,0,0
60350,0,1,0,0,0,0,0
12871,25,5,0,0,0,0,0
28186,1,0,0,0,0,0,0
5626,223,43,0,184,0,0,0
28182,3,0,0,0,0,0,0
28183,5,0,0,0,0,0,0
31976,2,1,0,0,2,0,0
8492,50,3,0,0,0,0,0
8491,0,3,0,0,32,0,0
8495,101,6,1,9,0,0,0
45926,0,0,0,6,0,0,0
38356,146,0,33,9,0,11,0
35206,32,20,1,10,1,0,0
35204,1634,1775,1,0,6,0,0
4185,2,0,2,0,0,0,0
393506,12,0,0,0,0,0,0
50856,3,0,1,0,0,0,0
23274,3,0,0,0,0,0,0
262586,0,1,0,0,0,0,0
28982,43,6,0,0,0,0,0
13876,1,0,0,0,0,0,0
11578,0,0,0,0,2,0,0
11572,56,10,0,1,0,0,0
51279,4,0,0,0,0,0,0
132653,1,17,0,0,0,0,0
19383,36,3,0,2,0,0,0
51274,141,0,7,1,0,7,0
51275,8,6,2,0,0,0,0
53696,0,3,0,0,2,0,0
22275,0,2,0,0,0,0,0
10487,0,0,3,0,0,0,0
25058,4,2,0,0,0,0,0
43864,20,0,0,0,0,0,0
43865,5,0,0,0,0,0,0
25052,59,0,5,0,0,0,0
57725,14,0,0,0,0,0,0
24951,0,3,2,0,4,0,0
16657,2,0,0,0,0,0,0
134852,3,0,0,0,0,0,0
198949,21,1,0,0,12,0,0
198948,1,0,0,0,0,0,0
50260,2,0,0,0,0,0,0
6785,6,0,0,0,0,0,0
6786,0,0,0,4,4,0,0
6789,91,21,2,0,1,0,0
6788,10,0,0,0,0,0,0
31669,4,0,0,0,0,0,0
27381,0,0,0,0,7,0,0
135026,2,3,0,0,0,0,0
198947,1,0,0,0,0,0,0
27382,12,0,0,10,0,0,0
39007,378,6,1,0,0,1,0
39001,2,2,0,0,0,0,0
10269,10,0,0,0,0,0,0
57261,2,0,0,0,0,0,0
54614,3,1,0,0,0,0,0
55803,995,281,6,167,0,0,0
19969,2307,224,378,349,8,7,0
16245,217,29,23,89,7,0,0
16246,75,1,0,4,2,0,0
16715,0,0,0,0,2,0,0
16713,32,0,0,0,1,0,0
16242,9,0,0,0,0,0,0
16243,80,4,4,1,10,0,0
34192,1,0,0,0,0,0,0
12008,92,1,0,5,8,0,0
12006,2,0,0,0,0,0,0
51605,0,1,0,0,0,0,0
64603,1,0,0,7,0,0,0
48539,28,0,24,0,0,0,0
16753,0,6,0,0,2,0,0
26662,20,0,0,0,1,0,0
9241,26,0,0,0,0,0,0
26665,0,0,0,2,0,0,0
9534,29,124,0,5,0,0,0
9245,4,0,0,0,0,0,0
9244,3,0,0,0,0,0,0
9530,1,0,0,0,0,11,0
51859,2,4,0,4,3,0,0
46785,148,1,0,4,0,0,0
46786,1,0,0,0,0,0,0
50450,2,0,0,0,0,0,0
49570,8,0,0,0,0,0,0
134379,5,2,0,0,0,0,0
47252,8,0,0,0,0,0,0
56050,6,0,0,0,0,0,0
134371,1,0,0,0,0,0,0
45470,26,6,0,1793,0,1,0
45477,1,9,0,0,0,0,0
45475,4,0,0,0,0,0,0
203972,1,0,0,1,0,0,0
42807,549,126,14,35,0,0,0
44788,0,0,0,0,29,0,0
44789,4,0,0,0,0,0,0
24093,22,0,0,0,0,0,0
133680,1,0,0,0,0,0,0
44780,41,0,2,0,0,0,0
44784,45,0,10,0,0,167,0
22801,2,1,0,0,0,0,0
22800,1,0,0,0,0,0,0
49313,42,0,3,0,0,0,0
52677,1,0,0,0,0,0,0
49316,2,0,0,0,0,0,0
49314,274,0,267,24,0,4,0
41604,0,3,0,0,0,0,0
45785,50,18,2,358,0,0,0
45786,15,0,0,0,0,0,0
134088,8,0,0,0,0,0,0
38511,3035,78,2,387,0,0,0
10715,1,0,2,0,0,0,0
53727,25,1,0,0,0,0,0
199318,13,6,0,0,0,0,0
2697,426,0,0,0,0,0,0
132692,12,4,0,9,0,0,0
14654,7,7,0,0,0,0,0
14872,8,2,0,0,0,0,0
14659,3,0,0,0,2,0,0
198371,6,0,0,0,0,0,0
61019,0,2,0,0,0,0,0
198375,626,74,4,103,2,0,0
38631,0,0,0,0,2,0,0
38633,4,0,0,0,3,0,0
38635,1,0,0,0,0,0,0
38638,60,0,0,0,0,0,0
30407,344,3,70,646,0,0,0
30404,1,0,0,0,0,0,0
264182,2,0,0,0,0,0,0
264187,2,0,0,0,0,0,0
134026,1,0,0,0,0,0,0
133357,0,2,0,0,0,0,0
133356,1,0,0,0,0,0,0
44256,20,0,1,0,0,0,0
44257,128,0,0,0,0,0,0
36167,125,0,1,3,0,0,0
133352,10,0,0,0,0,0,0
44252,16,0,0,0,0,0,0
44253,16,2,0,0,0,0,0
25443,308,82,0,0,2,0,0
394396,0,0,0,0,6,0,0
33536,1,0,0,0,0,0,0
132335,80,19,0,8,0,0,0
18717,6,0,0,0,3,0,0
18710,62,7,0,29,0,0,0
395224,11,493,0,10,2,0,0
18712,68,0,0,0,0,0,0
34511,2,0,0,0,0,0,0
48045,166,9,1,0,0,0,0
17839,17,0,0,0,0,0,0
20264,16,2,0,13,3,0,0
41572,3,0,0,0,5,0,0
27810,6,0,0,0,0,0,0
48043,1,0,1,0,0,0,0
41571,2,0,0,0,0,0,0
38186,531,48,1,327,2,1,0
62094,0,0,0,0,2,0,0
38182,22,6,0,3,0,0,0
41578,1,0,0,0,0,0,0
53078,3,0,0,0,0,0,0
45448,2,0,0,0,0,0,0
133731,745,95,1,89,0,0,0
196791,1,0,0,0,0,0,0
196797,2,0,0,0,0,0,0
133530,6,4,0,0,0,0,0
44436,2,0,0,0,0,0,0
133534,40,0,0,0,8,0,0
29802,1838,384,41,9869,167,3,0
29804,2,0,0,0,3,0,0
1142,0,0,0,2,0,0,0
47207,26,24,0,0,0,0,0
47205,48,12,9,46,3,0,0
47203,3,0,0,0,0,0,0
132482,0,2,0,0,0,0,0
59554,5,2,0,0,0,0,0
59557,9,0,0,0,0,0,0
133970,3,0,0,0,0,0,0
394395,4,0,0,0,0,0,0
39582,900,28,41,55,0,0,0
29866,2,0,0,0,0,0,0
29119,2367,156,6,33,3,0,0
31208,8,0,0,0,0,0,0
31207,2,0,0,0,0,0,0
25596,5,0,0,0,0,0,0
31205,7,0,1,0,0,0,0
31204,88,0,0,0,0,0,0
31203,19,0,0,8,0,0,0
760,26,0,0,0,0,0,0
7195,10,0,0,0,0,0,0
31200,283,7,0,4,0,0,0
30943,170,50,4,4,0,0,0
394170,2,0,0,0,0,0,0
6400,84,0,0,0,0,0,0
34528,81,0,0,0,0,0,0
12829,35,4,1,0,0,0,0
15299,13,0,0,0,0,0,0
12824,5654,1325,139,105,6,2,0
12826,0,0,0,2,0,0,0
12827,11,0,0,0,12,0,0
34525,12,2,0,1,0,0,0
34524,6,0,0,0,0,0,0
15290,100,21,0,20,0,0,0
8025,7050,0,0,0,0,0,0
44924,697,8,2,1,0,0,0
44925,504,4,6,93,0,0,0
44922,34,11,4,20,0,0,0
17,9,0,3,0,0,0,0
50403,0,0,1,0,0,0,0
10423,0,0,0,8,0,0,0
30944,0,0,0,0,6,0,0
199055,1,0,0,0,0,0,0
48861,11,0,0,0,0,0,0
15766,0,0,0,0,2,0,0
52800,1,0,0,0,0,0,0
132536,0,0,0,19,0,0,0
22390,0,0,0,0,1,0,0
8182,23,1,0,0,15,0,0
22394,12,0,3,0,0,0,0
22645,5,0,0,0,3,0,0
50661,2,0,0,0,0,0,0
26558,0,0,0,0,81,0,0
50664,0,0,0,0,2,0,0
50666,1,0,0,0,0,0,0
50669,95,0,1,0,0,0,0
13999,292,10,7,33,0,0,0
199959,1,0,0,0,0,2,0
26554,2,0,0,0,0,0,0
24778,1,0,0,10,8,0,0
28647,2,0,0,0,0,0,0
6871,308,8,5,1,53,0,0
41819,0,2,0,0,0,0,0
28642,4,17,0,0,0,0,0
41665,492,33,74,106,0,14,0
28649,12,0,0,0,0,0,0
28679,62,0,2,0,0,0,0
49764,1,0,0,0,0,0,0
57822,1,0,0,0,0,0,0
40823,2,0,0,54,0,1,0
57826,1,0,0,0,0,0,0
4758,8,0,0,0,0,0,0
46555,3,0,0,0,0,0,0
4750,102,4,3,4,0,0,0
33003,1,0,0,0,0,0,0
31972,583,6,0,20,2,0,0
4755,376,33,6,21,3,2,0
43451,2,0,0,0,0,0,0
28895,1,0,0,0,0,1,0
16010,1922,125,9,23,8,0,0
16016,11,0,0,0,0,0,0
16019,18,0,0,1,0,0,0
11290,100,0,2,2,0,0,0
55639,30,6,1,12,0,0,0
17632,1,0,0,0,0,0,0
3758,83,17,5,2,0,0,0
56677,1,0,0,0,0,0,0
204263,1,0,0,0,0,0,0
17638,211,113,1,1,8,0,0
17639,12,0,0,0,0,0,0
4637,145,211,2,0,20,0,0
62388,3,0,0,0,0,0,0
45774,84,0,0,0,0,0,0
2199,6,0,0,0,0,0,0
4638,164,0,0,0,0,0,0
57673,3,0,0,0,0,0,0
11742,0,0,0,0,3,0,0
11743,1,0,0,0,0,0,0
11745,0,1,0,0,0,0,0
18225,0,0,0,4,0,0,0
51133,1,0,0,0,0,0,0
51132,6,0,0,0,0,0,0
19599,0,2,0,0,0,0,0
19598,4,5,0,0,0,0,0
30136,0,0,0,0,1,0,0
63912,48,0,1,30,0,0,0
63916,22,16,0,371,0,0,0
19592,0,0,0,0,1,0,0
20723,1,0,0,0,0,0,0
20721,648,0,0,0,0,0,0
2047,1,0,0,0,0,0,0
52116,10087,0,0,0,0,0,0
199236,0,2,0,0,2,0,0
52113,1,0,0,0,0,0,0
25556,7,0,0,0,0,0,0
60068,5481,429,31,63,281,0,0
60798,2,0,0,0,0,0,0
25553,1,0,0,0,0,0,0
13292,1,0,0,0,0,0,0
160,3,0,0,0,0,0,0
60064,2,0,0,2,0,0,0
60795,1,0,0,0,0,0,0
43314,1,0,1,0,0,0,0
43320,3,0,0,0,0,0,0
6197,1,0,0,0,0,0,0
42498,1,0,0,0,0,0,0
6192,9,0,0,0,0,0,0
43310,28,0,0,2,0,0,0
46664,1906,83,91,723,2,0,0
42490,1,0,0,0,0,0,0
42320,0,0,0,0,63,0,0
43311,63,0,0,0,7,0,0
2736,4,2,0,0,2,0,0
41368,4,0,0,0,0,0,0
134419,17,0,0,0,0,0,0
134418,27780,573,3,0,1,0,0
48239,37,0,2,0,0,0,0
45317,1,0,0,0,0,0,0
48235,45,0,9,0,0,0,0
48232,91,46,6,13,0,0,0
48230,30,0,0,0,0,0,0
41364,2,0,0,0,0,0,0
9186,78,36,0,4,0,0,0
9185,1,0,0,0,0,0,0
57093,233,0,0,0,0,0,0
10364,2,0,0,0,0,0,0
10367,2,0,0,0,0,0,0
10361,0,0,0,0,8,0,0
32590,3,0,0,0,0,0,0
9188,2,0,0,0,0,0,0
679,4,0,0,0,0,0,0
16906,4,2,0,0,0,0,0
16904,515,0,0,4,0,0,0
7203,68,81,1,31,48,0,0
202942,1,0,0,0,0,0,0
16908,2,0,0,0,0,0,0
134974,0,0,0,0,2,0,0
6222,46,0,2,0,0,0,0
12212,37,13,1,3,8,0,0
42148,1,0,0,0,0,0,0
6221,4,0,0,0,0,0,0
42145,10,0,0,0,0,0,0
59639,2,0,0,0,0,0,0
196653,0,0,1,8,0,0,0
263436,1,0,0,0,0,0,0
59632,1,0,0,2,0,0,0
15847,0,2,0,0,0,0,0
56466,5,0,0,0,0,0,0
196655,1,0,0,0,0,0,0
59637,1,0,0,0,0,0,0
9762,15,1,1,4,0,0,0
40893,4,0,0,2,0,0,0
9767,3,0,0,0,0,0,0
9764,0,0,0,0,1,0,0
29348,10,0,0,0,0,0,0
57896,0,1,0,0,0,0,0
9768,1,0,0,0,0,0,0
57895,0,2,0,0,0,0,0
10507,0,0,2,0,0,0,0
57891,70,2,1,1427,0,0,0
21413,313,86,16,71,6,1,0
21412,180,3,1,38,0,0,0
18943,17,0,0,0,0,0,0
24176,35,4,3,0,0,0,0
21415,15,0,0,0,0,0,0
21414,0,1,0,0,0,0,0
21419,7,0,0,0,0,0,0
21418,2,0,0,0,0,0,0
395033,1,0,0,0,0,0,0
803,9,0,0,10,0,0,0
132390,4,0,0,0,0,0,0
8851,6,0,0,0,0,0,0
8856,0,0,0,0,9,0,0
59943,8,2,0,0,0,0,0
59940,0,0,0,0,2,0,0
53605,1,0,0,2,0,0,0
18004,1764,0,0,0,7,0,0
40098,1,0,0,0,0,0,0
40092,169,6,12,3,0,0,0
26827,6,0,0,0,0,0,0
59463,12,0,0,0,0,0,0
132816,18,0,0,0,0,0,0
197658,4,0,0,0,0,0,0
37197,9,0,0,0,0,0,0
58678,20,0,0,0,0,0,0
59396,4,3,0,0,0,0,0
41146,17,0,0,0,0,0,0
14131,1,0,0,0,0,0,0
44827,3,0,0,0,0,0,0
41149,13,0,0,0,0,0,0
54555,6,0,0,0,0,0,0
40232,0,0,0,0,1,0,0
24848,4,0,0,0,0,0,0
203301,0,2,0,0,0,0,0
40549,0,2,0,0,1,0,0
51329,0,1,0,0,0,0,0
18365,0,0,1,0,0,0,0
19740,3,2,0,0,0,0,0
37997,1,0,0,0,0,0,0
24541,12,0,0,8,0,0,0
24547,119,153,0,0,2,0,0
24544,44,9,0,0,0,0,0
18362,14,31,0,12,0,0,0
27521,2,0,0,2,0,0,0
202053,12,7,2,16,0,0,0
24549,41,16,1,26,0,0,0
202054,91,7,6,0,0,0,0
62134,274,96,0,55,0,0,0
17995,5,0,0,0,0,0,0
19743,1196,5,0,22,0,0,0
17992,4,0,0,0,0,0,0
58541,28056,581,2,75,1,0,0
58540,100,99,0,0,0,0,0
58543,23687,21515,31,15,99,0,0
58542,2211,716,1,8,11,0,0
11106,0,0,0,2,0,0,0
28347,1,0,0,0,0,0,0
30341,1821,0,0,0,0,0,0
30340,133,4,0,49,12,0,0
15593,7,0,0,0,0,0,0
9329,61,10,1,4,0,0,0
15595,8,0,0,0,0,0,0
59491,493,42,6,1939,6,0,0
17857,1,0,0,0,0,0,0
15598,716,159,28,213,256,0,0
34318,5,0,0,0,0,0,0
8708,3438,87,37,142,34,1,0
59498,1,0,0,0,0,0,0
394340,8,1,0,0,6,0,0
30619,7,0,0,1,0,0,0
31566,1,0,0,0,0,0,0
16200,1,0,0,0,0,0,0
7604,25,0,0,8,0,0,0
13857,10,0,0,0,0,0,0
13855,9,0,0,0,0,0,0
50877,5271,0,148,13,0,0,0
393691,0,0,0,1,0,0,0
35041,286,50,2,109,2,0,0
16202,4,0,0,0,0,0,0
31568,1,0,0,0,0,0,0
35042,57,0,0,0,0,0,0
5607,179,9,7,1,0,0,0
5606,268,0,6,0,0,0,0
5603,13,3,2,8,0,0,0
5602,682,148,22,77,1,0,0
197269,15,0,0,0,0,0,0
201622,9,0,0,2,0,0,0
51815,3,0,0,0,0,0,0
38370,68,0,0,0,0,0,0
38372,18,41,3,0,0,0,0
19250,0,0,0,0,2,0,0
40984,1,0,0,1,0,0,0
55130,98,0,1,0,0,0,0
35598,16,0,1,0,0,0,0
35593,8,0,2,0,0,0,0
35592,84,12,1,1,0,0,0
35263,1,0,0,0,0,0,0
8943,11,0,0,8,0,0,0
35267,26,0,2,0,0,0,0
35594,3,0,0,0,0,0,0
47013,0,3,0,0,0,0,0
-42473,0,0,0,1,0,0,0
135247,1,0,0,0,0,0,0
262245,2,0,0,0,0,0,0
23700,4,0,0,0,1,0,0
12455,8,2,0,2,0,0,0
30971,12,0,0,0,0,0,0
30961,57,2,0,0,8,0,0
12453,474,0,0,0,0,0,0
30962,170,22,0,40,9,0,0
48844,6,1,0,4,0,0,0
48846,15,12,0,0,0,0,0
48841,155,0,79,103,0,5,0
30968,1529,116,99,163,0,1,0
22258,1,0,1,0,0,0,0
206281,54,27,3,8,0,0,0
39397,4,0,0,0,0,0,0
39392,8151,313,48,101,238,0,0
206825,0,4,0,0,0,0,0
39399,43,2,1,0,0,0,0
197886,0,0,0,1,0,0,0
197882,2,0,0,0,0,0,0
25700,12,0,1,0,10,0,0
201081,36,0,0,0,258,0,0
198963,0,0,0,8,0,0,0
55792,4,0,0,0,0,0,0
262790,59,3,0,67,0,0,0
55799,2,0,0,0,0,0,0
198968,104,26,1,12,0,1,0
200979,2,0,0,0,0,0,0
131090,55,10,0,0,0,0,0
6768,21,30,0,0,0,0,0
6767,1,0,0,0,0,0,0
6764,2,3,0,0,0,0,0
6762,103320,8310,11,7,637,0,0
39023,4,0,1,0,0,0,0
39022,1318,476,21,0,0,0,0
39020,1224,106,3,93,24,1,0
39027,2,0,0,0,0,0,0
56448,1,0,0,0,0,0,0
56449,3,1,0,0,0,0,0
56110,12,5,0,49,0,0,0
39029,2,3,0,0,3,0,0
39028,2,0,0,0,0,0,0
10311,0,0,5,0,0,0,0
45201,14,0,0,0,0,0,0
57799,2,0,0,0,0,0,0
16735,148,15,0,2,0,0,0
16737,320,24,1,75,2,0,0
19424,0,0,0,0,1,0,0
16732,136,0,0,3,0,0,0
16733,4,0,0,0,0,0,0
57243,2,0,0,0,0,0,0
57246,1,0,0,0,0,0,0
12025,44,8,0,16,14,0,0
16229,3,0,0,0,0,0,0
12021,3,4,0,0,0,0,0
16223,479,1,4,9,0,0,0
225,2,0,0,0,0,0,0
16221,3,0,0,0,0,0,0
12028,18,0,0,0,0,0,0
19907,0,0,0,0,4,0,0
8594,0,0,1,0,0,0,0
19905,270,37,5,338,13,0,0
131322,4,2,0,0,0,0,0
131324,27,3,0,0,0,0,0
34573,0,0,0,4,0,0,0
56795,2,0,0,0,0,0,0
43846,1,0,0,0,0,0,0
43847,3,0,0,0,0,0,0
43842,4,0,0,0,0,0,0
21624,8,0,0,0,0,0,0
21627,5,0,1,0,0,0,0
49550,13,0,0,8,1,0,0
49551,3,0,0,0,0,0,0
21623,0,2,0,8,0,0,0
41624,1,0,0,0,0,0,0
49559,43,0,0,0,0,0,0
10223,2,0,0,0,0,0,0
49089,381,0,38,0,0,4,0
49080,10,0,0,12,0,0,0
65530,7,0,0,0,0,0,0
49087,169,0,170,362,0,19,0
49085,7,2,0,0,0,0,0
134312,5,0,0,0,0,0,0
43822,79,0,0,0,0,0,0
45413,123,3,1,32,0,0,0
45415,10,0,0,4,0,0,0
134319,3,0,0,0,0,0,0
44611,1,0,0,0,0,0,0
43150,1,0,0,0,0,0,0
199155,0,2,0,0,0,0,0
199156,61,0,0,0,10,0,0
26054,8,0,0,18,5,0,0
64484,89,2,0,0,0,0,0
46506,112,15,3,286,2,0,0
49883,2,0,0,0,0,0,0
49332,165,0,0,0,0,0,0
200757,0,0,0,0,8,0,0
49335,2626,374,32,4663,10,0,0
46500,2,0,0,0,0,0,0
198682,11,0,0,0,0,0,0
46859,1,0,0,0,0,0,0
49889,161,1,0,3,1,0,0
58048,5,0,2,0,0,0,0
200759,0,0,0,2,0,0,0
52565,3,0,0,0,0,0,0
17174,0,0,0,0,1,0,0
55188,0,4,0,0,0,0,0
52566,1,0,0,0,0,0,0
52561,3,0,0,0,0,0,0
5048,563,30,3,58,1,0,0
22822,11724,1076,12,45,1151,0,0
60476,12,0,0,0,12,0,0
199484,443,48,11,50,17,0,0
264983,2,0,0,0,0,0,0
60471,1,0,0,0,0,0,0
51147,0,0,0,0,4,0,0
